BarIndex,Time,MacroState,ActiveDirection,SequencePhase,SequenceAuthority,MaturityLevel,DominanceScore,DegradationScore,BalanceScore,TransitionScore,AmbiguityScore,SFCStatus,ExpectedNextBehavior,InvalidationCondition
683,"2026-05-18 02:00:00","Unresolved","Up","TwoR",0.900,"Resolved",0.982,0.871,0.780,0.246,0.809,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
684,"2026-05-18 02:05:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.801,0.718,0.226,0.744,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
685,"2026-05-18 02:10:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.737,0.660,0.208,0.685,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
686,"2026-05-18 02:15:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.678,0.607,0.191,0.630,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
687,"2026-05-18 02:20:00","Degrading","Up","TwoR",0.900,"Resolved",1.000,0.624,0.559,0.176,0.580,"Candidate","Dominance still exists, but efficiency is degrading. Watch for balance or failed continuation.","Invalidated by clean dominance reassertion with efficient continuation."
688,"2026-05-18 02:25:00","Unresolved","Up","TwoR",0.900,"Resolved",0.840,1.000,0.814,0.292,0.883,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
689,"2026-05-18 02:30:00","Unresolved","Up","TwoR",0.900,"Resolved",0.903,0.920,0.749,0.269,0.813,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
690,"2026-05-18 02:35:00","Unresolved","Up","TwoR",0.900,"Resolved",0.931,0.896,0.839,0.247,0.848,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
691,"2026-05-18 02:40:00","Unresolved","Up","TwoR",0.900,"Resolved",0.986,0.825,0.772,0.227,0.780,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
692,"2026-05-18 02:45:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.809,0.860,0.209,0.817,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
693,"2026-05-18 02:50:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.794,0.941,0.192,0.852,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
694,"2026-05-18 02:55:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.730,0.866,0.177,0.784,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
695,"2026-05-18 03:00:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.722,0.947,0.163,0.821,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
696,"2026-05-18 03:05:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.664,0.871,0.150,0.755,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
697,"2026-05-18 03:10:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.611,0.801,0.138,0.695,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
698,"2026-05-18 03:15:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.612,0.887,0.127,0.739,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
699,"2026-05-18 03:20:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.613,0.966,0.117,0.780,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
700,"2026-05-18 03:25:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.614,1.000,0.107,0.818,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
701,"2026-05-18 03:30:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.565,0.920,0.099,0.752,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
702,"2026-05-18 03:35:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.520,0.846,0.091,0.692,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
703,"2026-05-18 03:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.478,0.779,0.084,0.637,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
704,"2026-05-18 03:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.440,0.716,0.077,0.586,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
705,"2026-05-18 03:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.405,0.659,0.071,0.539,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
706,"2026-05-18 03:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.422,0.756,0.065,0.596,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
707,"2026-05-18 04:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.389,0.696,0.060,0.548,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
708,"2026-05-18 04:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.358,0.640,0.055,0.504,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
709,"2026-05-18 04:10:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.329,0.589,0.051,0.464,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
710,"2026-05-18 04:15:00","Unresolved","Up","TwoR",0.900,"Resolved",0.840,0.763,0.842,0.177,0.777,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
711,"2026-05-18 04:20:00","Unresolved","Up","TwoR",0.900,"Resolved",0.903,0.702,0.774,0.163,0.715,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
712,"2026-05-18 04:25:00","Unresolved","Up","TwoR",0.900,"Resolved",0.931,0.695,0.863,0.150,0.758,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
713,"2026-05-18 04:30:00","Unresolved","Up","TwoR",0.900,"Resolved",0.986,0.640,0.794,0.138,0.697,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
714,"2026-05-18 04:35:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.589,0.730,0.127,0.641,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
715,"2026-05-18 04:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.542,0.672,0.116,0.590,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
716,"2026-05-18 04:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.498,0.618,0.107,0.543,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
717,"2026-05-18 04:50:00","Directional","Up","TwoR",0.900,"Resolved",1.000,0.458,0.568,0.099,0.499,"None","Continuation or shallow non-dominant retrace expected.","Invalidated by failed continuation, rising overlap, or opposing authority."
718,"2026-05-18 04:55:00","Unresolved","Up","TwoR",0.900,"Resolved",0.870,0.832,0.673,0.221,0.709,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
719,"2026-05-18 05:00:00","Unresolved","Up","TwoR",0.900,"Resolved",0.930,0.765,0.619,0.203,0.653,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
720,"2026-05-18 05:05:00","Unresolved","Up","TwoR",0.900,"Resolved",0.956,0.754,0.720,0.187,0.700,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
721,"2026-05-18 05:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.694,0.662,0.172,0.644,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
722,"2026-05-18 05:15:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.688,0.759,0.158,0.693,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
723,"2026-05-18 05:20:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.633,0.698,0.145,0.637,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
724,"2026-05-18 05:25:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.632,0.792,0.134,0.686,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
725,"2026-05-18 05:30:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.632,0.879,0.123,0.731,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
726,"2026-05-18 05:35:00","Unresolved","Up","TwoR",0.900,"Resolved",1.000,0.581,0.809,0.113,0.673,"Candidate","Auction unresolved. Ambiguity high. Avoid strong directional inference.","Resolved by accepted breakout, failed transition, or clear dominance reassertion."
727,"2026-05-18 05:40:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.535,0.744,0.104,0.619,"Candidate","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
728,"2026-05-18 05:45:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.492,0.685,0.096,0.570,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
729,"2026-05-18 05:50:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.453,0.630,0.088,0.524,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
730,"2026-05-18 05:55:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.466,0.729,0.081,0.582,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
731,"2026-05-18 06:00:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.429,0.671,0.075,0.536,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
732,"2026-05-18 06:05:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.395,0.617,0.069,0.493,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
733,"2026-05-18 06:10:00","Balance","Up","TwoR",0.900,"Resolved",1.000,0.413,0.718,0.063,0.553,"None","Balance/lateral behavior active. Directional inference unreliable until accepted breakout.","Invalidated by accepted breakout followed by efficient continuation."
